file,start,end,label,n_atoms,temperature_K,configuration
mlff-neb_optm-Cr2_v2.xyz,2650,2700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2660,2710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2670,2720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2680,2730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2690,2740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2700,2750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2710,2760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2720,2770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2730,2780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2740,2790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2750,2800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2760,2810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2770,2820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2780,2830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2790,2840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2800,2850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2810,2860,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2820,2870,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2830,2880,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2840,2890,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2850,2900,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2860,2910,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2870,2920,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2880,2930,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2890,2940,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2900,2950,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2910,2960,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2920,2970,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2930,2980,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2940,2990,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2950,3000,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2960,3010,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2970,3020,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2980,3030,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,2990,3040,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3000,3050,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3010,3060,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3020,3070,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3030,3080,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3040,3090,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3050,3100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3060,3110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3070,3120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3080,3130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3090,3140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3100,3150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3110,3160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3120,3170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3130,3180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3140,3190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3150,3200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3160,3210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3170,3220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3180,3230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3190,3240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3200,3250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3210,3260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3220,3270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3230,3280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3240,3290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3250,3300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3260,3310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3270,3320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3280,3330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3290,3340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3300,3350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3310,3360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3320,3370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3330,3380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3340,3390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3350,3400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3360,3410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3370,3420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3380,3430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3390,3440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3400,3450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3410,3460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3420,3470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3430,3480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3440,3490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3450,3500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3460,3510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3470,3520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3480,3530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3490,3540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3500,3550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3510,3560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3520,3570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3530,3580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3540,3590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3550,3600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3560,3610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3570,3620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3580,3630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3590,3640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3600,3650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3610,3660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3620,3670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3630,3680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3640,3690,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3650,3700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3660,3710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3670,3720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3680,3730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3690,3740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3700,3750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3710,3760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3720,3770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3730,3780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3740,3790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3750,3800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3760,3810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3770,3820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3780,3830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3790,3840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3800,3850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3810,3860,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3820,3870,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3830,3880,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3840,3890,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3850,3900,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3860,3910,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3870,3920,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3880,3930,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3890,3940,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3900,3950,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3910,3960,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3920,3970,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3930,3980,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3940,3990,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3950,4000,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3960,4010,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3970,4020,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3980,4030,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,3990,4040,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4000,4050,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4010,4060,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4020,4070,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4030,4080,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4040,4090,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4050,4100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4060,4110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4070,4120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4080,4130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4090,4140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4100,4150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4110,4160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4120,4170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4130,4180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4140,4190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4150,4200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4160,4210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4170,4220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4180,4230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4190,4240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4200,4250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4210,4260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4220,4270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4230,4280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4240,4290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4250,4300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4260,4310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4270,4320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4280,4330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4290,4340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4300,4350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4310,4360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4320,4370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4330,4380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4340,4390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4350,4400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4360,4410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4370,4420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4380,4430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4390,4440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4400,4450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4410,4460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4420,4470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4430,4480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4440,4490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4450,4500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4460,4510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4470,4520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4480,4530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4490,4540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4500,4550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4510,4560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4520,4570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4530,4580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4540,4590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4550,4600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4560,4610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4570,4620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4580,4630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4590,4640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4600,4650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4610,4660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4620,4670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4630,4680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4640,4690,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4650,4700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4660,4710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4670,4720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4680,4730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4690,4740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4700,4750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4710,4760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4720,4770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4730,4780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4740,4790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4750,4800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4760,4810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4770,4820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4780,4830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4790,4840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4800,4850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4810,4860,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4820,4870,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4830,4880,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4840,4890,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4850,4900,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4860,4910,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4870,4920,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4880,4930,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4890,4940,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4900,4950,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4910,4960,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4920,4970,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4930,4980,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4940,4990,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4950,5000,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4960,5010,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4970,5020,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4980,5030,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,4990,5040,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5000,5050,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5010,5060,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5020,5070,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5030,5080,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5040,5090,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5050,5100,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5060,5110,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5070,5120,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5080,5130,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5090,5140,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5100,5150,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5110,5160,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5120,5170,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5130,5180,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5140,5190,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5150,5200,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5160,5210,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5170,5220,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5180,5230,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5190,5240,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5200,5250,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5210,5260,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5220,5270,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5230,5280,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5240,5290,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5250,5300,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5260,5310,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5270,5320,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5280,5330,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5290,5340,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5300,5350,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5310,5360,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5320,5370,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5330,5380,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5340,5390,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5350,5400,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5360,5410,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5370,5420,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5380,5430,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5390,5440,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5400,5450,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5410,5460,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5420,5470,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5430,5480,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5440,5490,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5450,5500,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5460,5510,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5470,5520,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5480,5530,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5490,5540,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5500,5550,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5510,5560,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5520,5570,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5530,5580,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5540,5590,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5550,5600,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5560,5610,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5570,5620,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5580,5630,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5590,5640,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5600,5650,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5610,5660,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5620,5670,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5630,5680,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5640,5690,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5650,5700,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5660,5710,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5670,5720,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5680,5730,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5690,5740,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5700,5750,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5710,5760,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5720,5770,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5730,5780,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5740,5790,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5750,5800,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5760,5810,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5770,5820,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5780,5830,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5790,5840,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5800,5850,mlff,82,,MLFF-NEB
mlff-neb_optm-Cr2_v2.xyz,5810,5860,mlff,82,,MLFF-NEB
